"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
"2002","HUN","UGA",1,NA,1,NA
"2002","HUN","UKR",13,NA,13,NA
"2002","HUN","VAR",6,NA,6,NA
"2002","ICE","ALB",9,NA,9,NA
"2002","ICE","ALG",2,NA,2,NA
"2002","ICE","BLR",1,NA,1,NA
"2002","ICE","COD",1,NA,1,NA
"2002","ICE","GAM",1,NA,1,NA
"2002","ICE","GEO",1,NA,1,NA
"2002","ICE","HRV",23,NA,23,NA
"2002","ICE","IRN",5,NA,5,NA
"2002","ICE","IRQ",3,NA,3,NA
"2002","ICE","LEB",1,NA,1,NA
"2002","ICE","MCD",1,NA,1,NA
"2002","ICE","MYA",1,NA,1,NA
"2002","ICE","ROM",4,NA,4,NA
"2002","ICE","RUS",1,NA,1,NA
"2002","ICE","SLE",1,NA,1,NA
"2002","ICE","SRB",145,NA,145,NA
"2002","ICE","STA",1,NA,1,NA
"2002","ICE","SYR",1,NA,1,NA
"2002","ICE","TUN",1,NA,1,NA
"2002","ICE","TUR",1,NA,1,NA
"2002","ICE","UKR",3,NA,3,NA
"2002","ICO","AFG",5,5,5,5
"2002","ICO","ANG",5,5,5,5
"2002","ICO","BDI",97,97,97,97
"2002","ICO","BKF",1,1,1,1
"2002","ICO","CAM",34,34,34,34
"2002","ICO","CAR",20,20,20,20
"2002","ICO","CHD",12,12,12,12
"2002","ICO","CMR",4,4,4,4
"2002","ICO","COB",575,575,575,575
"2002","ICO","COD",150,150,150,150
"2002","ICO","ETH",13,13,13,13
"2002","ICO","GAZ",7,7,7,7
"2002","ICO","GHA",20,20,20,20
"2002","ICO","GUI",3,3,3,3
"2002","ICO","IRN",19,19,19,19
"2002","ICO","LBR",43000,43000,43000,NA
"2002","ICO","MAU",3,3,3,3
"2002","ICO","MLI",1,1,1,1
"2002","ICO","NGR",1,1,1,1
"2002","ICO","NIG",18,18,18,18
"2002","ICO","RWA",302,302,302,302
"2002","ICO","SLE",360,360,360,360
"2002","ICO","SOM",1,1,1,1
"2002","ICO","SRV",76,76,76,76
"2002","ICO","SUD",10,10,10,10
"2002","ICO","SYR",3,3,3,3
"2002","ICO","TOG",8,8,8,8
"2002","ICO","UGA",1,1,1,1
"2002","IND","AFG",11371,11371,11371,NA
"2002","IND","BGD",2,2,2,2
"2002","IND","CHI",92346,4,92346,4
"2002","IND","COB",5,5,5,5
"2002","IND","CUB",NA,NA,NA,NA
"2002","IND","ERT",1,1,1,1
"2002","IND","ETH",14,14,14,14
"2002","IND","IRN",87,87,87,87
"2002","IND","IRQ",26,26,26,26
"2002","IND","ISR",16,16,16,16
"2002","IND","LAO",1,1,1,1
"2002","IND","LBR",7,7,7,7
"2002","IND","LKA",63767,NA,63767,NA
"2002","IND","MYA",1043,1043,1043,NA
"2002","IND","PAK",1,1,1,1
"2002","IND","RUS",3,3,3,3
"2002","IND","RWA",6,6,6,6
"2002","IND","SOM",68,68,68,68
"2002","IND","SRB",4,4,4,4
"2002","IND","SUD",87,87,87,87
"2002","IND","TKM",NA,NA,NA,NA
"2002","INS","AFG",148,148,148,148
"2002","INS","ALG",5,5,5,5
"2002","INS","ANG",NA,NA,NA,NA
"2002","INS","BAH",NA,NA,NA,NA
"2002","INS","BRU",1,1,1,1
"2002","INS","CHD",3,3,3,3
"2002","INS","CHI",1,1,1,1
"2002","INS","ETH",1,1,1,1
"2002","INS","GAZ",6,6,6,6
"2002","INS","IRN",15,15,15,15
"2002","INS","IRQ",297,297,297,297
"2002","INS","LBR",NA,NA,NA,NA
"2002","INS","LKA",5,5,5,5
"2002","INS","SLE",3,3,3,3
"2002","INS","SOM",10,10,10,10
"2002","INS","SRV",2,2,2,2
"2002","INS","SUD",1,1,1,1
"2002","INS","SYR",1,1,1,1
"2002","INS","TMP",28097,NA,28097,NA
"2002","IRE","AFG",41,NA,41,NA
"2002","IRE","ALB",45,NA,45,NA
"2002","IRE","ALG",101,NA,101,NA
"2002","IRE","ANG",225,NA,225,NA
"2002","IRE","ARE",21,NA,21,NA
"2002","IRE","ARG",1,NA,1,NA
"2002","IRE","ARM",16,NA,16,NA
"2002","IRE","AZE",14,NA,14,NA
"2002","IRE","BDI",10,NA,10,NA
"2002","IRE","BEL",3,NA,3,NA
"2002","IRE","BEN",1,NA,1,NA
"2002","IRE","BGD",3,NA,3,NA
"2002","IRE","BHU",3,NA,3,NA
"2002","IRE","BKF",1,NA,1,NA
"2002","IRE","BLR",28,NA,28,NA
"2002","IRE","BSN",655,NA,655,NA
"2002","IRE","BUL",40,NA,40,NA
"2002","IRE","CAM",13,NA,13,NA
"2002","IRE","CAR",19,NA,19,NA
"2002","IRE","CHI",6,NA,6,NA
"2002","IRE","CMR",38,NA,38,NA
"2002","IRE","COB",8,NA,8,NA
"2002","IRE","COD",352,NA,352,NA
"2002","IRE","CUB",3,NA,3,NA
"2002","IRE","CZE",80,NA,80,NA
"2002","IRE","ERT",7,NA,7,NA
"2002","IRE","ETH",10,NA,10,NA
"2002","IRE","GAM",2,NA,2,NA
"2002","IRE","GAZ",23,NA,23,NA
"2002","IRE","GEO",30,NA,30,NA
"2002","IRE","GHA",13,NA,13,NA
"2002","IRE","GNB",2,NA,2,NA
"2002","IRE","GUI",8,NA,8,NA
"2002","IRE","HRV",97,NA,97,NA
"2002","IRE","ICO",48,NA,48,NA
"2002","IRE","IND",3,NA,3,NA
"2002","IRE","IRN",19,NA,19,NA
"2002","IRE","IRQ",185,NA,185,NA
"2002","IRE","ISR",1,NA,1,NA
"2002","IRE","JOR",2,NA,2,NA
"2002","IRE","JPN",2,NA,2,NA
"2002","IRE","KAZ",25,NA,25,NA
"2002","IRE","KEN",32,NA,32,NA
"2002","IRE","KGZ",1,NA,1,NA
"2002","IRE","KRN",5,NA,5,NA
"2002","IRE","KUW",1,NA,1,NA
"2002","IRE","LBR",15,NA,15,NA
"2002","IRE","LBY",93,NA,93,NA
"2002","IRE","LEB",1,NA,1,NA
"2002","IRE","LKA",9,NA,9,NA
"2002","IRE","LTU",6,NA,6,NA
"2002","IRE","LVA",12,NA,12,NA
"2002","IRE","MAU",1,NA,1,NA
"2002","IRE","MDA",79,NA,79,NA
"2002","IRE","MLW",1,NA,1,NA
"2002","IRE","MOR",2,NA,2,NA
"2002","IRE","NGR",3,NA,3,NA
"2002","IRE","NIG",250,NA,250,NA
"2002","IRE","PAK",55,NA,55,NA
"2002","IRE","POL",41,NA,41,NA
"2002","IRE","ROM",211,NA,211,NA
"2002","IRE","RSA",17,NA,17,NA
"2002","IRE","RUS",135,NA,135,NA
"2002","IRE","RWA",35,NA,35,NA
"2002","IRE","SAU",1,NA,1,NA
"2002","IRE","SLE",65,NA,65,NA
"2002","IRE","SOM",116,NA,116,NA
"2002","IRE","SRB",273,NA,273,NA
"2002","IRE","SRV",1,NA,1,NA
"2002","IRE","STA",8,NA,8,NA
"2002","IRE","SUD",31,NA,31,NA
"2002","IRE","SVK",18,NA,18,NA
"2002","IRE","SWI",5,NA,5,NA
"2002","IRE","SYR",13,NA,13,NA
"2002","IRE","TAN",9,NA,9,NA
"2002","IRE","THA",2,NA,2,NA
"2002","IRE","TJK",8,NA,8,NA
"2002","IRE","TOG",38,NA,38,NA
"2002","IRE","TUN",5,NA,5,NA
"2002","IRE","TUR",10,NA,10,NA
"2002","IRE","UGA",18,NA,18,NA
"2002","IRE","UKR",57,NA,57,NA
"2002","IRE","UZB",15,NA,15,NA
"2002","IRE","VAR",1300,NA,1300,NA
"2002","IRE","YEM",1,NA,1,NA
"2002","IRE","ZAM",2,NA,2,NA
"2002","IRE","ZIM",175,NA,175,NA
"2002","IRN","AFG",1104909,1104909,1104909,NA
"2002","IRN","IRQ",201671,201671,201671,NA
"2002","IRN","VAR",19,19,19,19
"2002","IRQ","ERT",NA,NA,NA,NA
"2002","IRQ","GAZ",1e+05,NA,1e+05,NA
"2002","IRQ","IRN",20251,20251,20251,NA
"2002","IRQ","SOM",NA,NA,NA,NA
"2002","IRQ","SUD",NA,NA,NA,NA
"2002","IRQ","SYR",100,100,100,100
"2002","IRQ","TUR",13724,13724,13724,NA
"2002","IRQ","UGA",NA,NA,NA,NA
"2002","IRQ","VAR",115,NA,115,NA
"2002","ISR","ARE",1,NA,1,NA
"2002","ISR","ARM",2,NA,2,NA
"2002","ISR","BSN",1,NA,1,NA
"2002","ISR","CHD",1,NA,1,NA
"2002","ISR","CHI",2,NA,2,NA
"2002","ISR","COD",5,NA,5,NA
"2002","ISR","COL",7,NA,7,NA
"2002","ISR","ERT",7,NA,7,NA
"2002","ISR","ETH",77,NA,77,NA
"2002","ISR","IRN",NA,NA,NA,NA
"2002","ISR","IRQ",13,NA,13,NA
"2002","ISR","LBR",4,NA,4,NA
"2002","ISR","LEB",3909,NA,3909,NA
"2002","ISR","MYA",1,NA,1,NA
"2002","ISR","SLE",142,NA,142,NA
"2002","ISR","SUD",5,NA,5,NA
"2002","ISR","TUR",2,NA,2,NA
"2002","ITA","AFG",183,NA,183,NA
"2002","ITA","ALB",273,NA,273,NA
"2002","ITA","ALG",60,NA,60,NA
"2002","ITA","ANG",116,NA,116,NA
"2002","ITA","ARE",12,NA,12,NA
"2002","ITA","ARM",26,NA,26,NA
"2002","ITA","AZE",7,NA,7,NA
"2002","ITA","BDI",47,NA,47,NA
"2002","ITA","BEN",3,NA,3,NA
"2002","ITA","BGD",24,NA,24,NA
"2002","ITA","BLR",1,NA,1,NA
"2002","ITA","BRA",NA,NA,NA,NA
"2002","ITA","BSN",59,NA,59,NA
"2002","ITA","BUL",NA,NA,NA,NA
"2002","ITA","CAM",6,NA,6,NA
"2002","ITA","CAR",2,NA,2,NA
"2002","ITA","CHD",2,NA,2,NA
"2002","ITA","CHI",6,NA,6,NA
"2002","ITA","CMR",63,NA,63,NA
"2002","ITA","COB",272,NA,272,NA
"2002","ITA","COD",332,NA,332,NA
"2002","ITA","COL",103,NA,103,NA
"2002","ITA","CUB",15,NA,15,NA
"2002","ITA","ECU",2,NA,2,NA
"2002","ITA","ERT",94,NA,94,NA
"2002","ITA","ETH",284,NA,284,NA
"2002","ITA","GAB",1,NA,1,NA
"2002","ITA","GAM",12,NA,12,NA
"2002","ITA","GAZ",29,NA,29,NA
"2002","ITA","GEO",35,NA,35,NA
"2002","ITA","GHA",6,NA,6,NA
"2002","ITA","GNB",1,NA,1,NA
"2002","ITA","GUI",2,NA,2,NA
"2002","ITA","HAI",NA,NA,NA,NA
"2002","ITA","HRV",5,NA,5,NA
"2002","ITA","ICO",5,NA,5,NA
"2002","ITA","IND",7,NA,7,NA
"2002","ITA","IRN",575,NA,575,NA
"2002","ITA","IRQ",1281,NA,1281,NA
"2002","ITA","JOR",2,NA,2,NA
"2002","ITA","KAZ",5,NA,5,NA
"2002","ITA","KEN",2,NA,2,NA
"2002","ITA","LBR",15,NA,15,NA
"2002","ITA","LBY",1,NA,1,NA
"2002","ITA","LEB",24,NA,24,NA
"2002","ITA","LKA",459,NA,459,NA
"2002","ITA","LTU",1,NA,1,NA
"2002","ITA","MAU",1,NA,1,NA
"2002","ITA","MCD",37,NA,37,NA
"2002","ITA","MDA",10,NA,10,NA
"2002","ITA","MOR",3,NA,3,NA
"2002","ITA","MYA",2,NA,2,NA
"2002","ITA","NGR",NA,NA,NA,NA
"2002","ITA","NIG",49,NA,49,NA
"2002","ITA","PAK",61,NA,61,NA
"2002","ITA","PER",8,NA,8,NA
"2002","ITA","PNG",2,NA,2,NA
"2002","ITA","POL",2,NA,2,NA
"2002","ITA","ROM",43,NA,43,NA
"2002","ITA","RSA",1,NA,1,NA
"2002","ITA","RUS",209,NA,209,NA
"2002","ITA","RWA",191,NA,191,NA
"2002","ITA","SAL",1,NA,1,NA
"2002","ITA","SEN",2,NA,2,NA
"2002","ITA","SLE",150,NA,150,NA
"2002","ITA","SOM",74,NA,74,NA
"2002","ITA","SRB",2227,NA,2227,NA
"2002","ITA","SRV",10,NA,10,NA
"2002","ITA","STA",7,NA,7,NA
"2002","ITA","SUD",239,NA,239,NA
"2002","ITA","SYR",36,NA,36,NA
"2002","ITA","TJK",2,NA,2,NA
"2002","ITA","TOG",68,NA,68,NA
"2002","ITA","TUN",66,NA,66,NA
"2002","ITA","TUR",1303,NA,1303,NA
"2002","ITA","UGA",2,NA,2,NA
"2002","ITA","UKR",22,NA,22,NA
"2002","ITA","VAR",771,NA,771,NA
"2002","ITA","YEM",1,NA,1,NA
"2002","JOR","AFG",NA,NA,NA,NA
"2002","JOR","ARE",1,1,1,1
"2002","JOR","BSN",13,13,13,13
"2002","JOR","IRQ",1069,1069,1069,NA
"2002","JOR","LBY",1,1,1,1
"2002","JOR","RUS",75,75,75,75
"2002","JOR","SOM",14,14,14,14
"2002","JOR","STA",17,17,17,17
"2002","JOR","SUD",3,3,3,3
"2002","JOR","SYR",5,5,5,5
"2002","JOR","YEM",1,1,1,1
"2002","JPN","AFG",62,62,62,62
"2002","JPN","CAM",179,NA,179,NA
"2002","JPN","CHI",34,34,34,34
"2002","JPN","ETH",13,13,13,13
"2002","JPN","IRN",39,37,39,37
"2002","JPN","IRQ",8,8,8,8
"2002","JPN","LAO",160,NA,160,NA
"2002","JPN","MYA",128,128,128,128
"2002","JPN","PAK",9,9,9,9
"2002","JPN","SRV",1906,4,1906,4
"2002","JPN","STA",4,4,4,4
"2002","JPN","SUD",17,17,17,17
"2002","JPN","TUR",10,10,10,10
"2002","JPN","VAR",88,2,88,2
"2002","KAZ","AFG",2250,800,2250,800
"2002","KAZ","ALG",NA,NA,NA,NA
"2002","KAZ","AZE",3,NA,3,NA
"2002","KAZ","CHI",23,23,23,23
"2002","KAZ","ETH",5,NA,5,NA
"2002","KAZ","GAZ",1149,12,1149,12
"2002","KAZ","IND",NA,NA,NA,NA
"2002","KAZ","IRQ",6,NA,6,NA
"2002","KAZ","RUS",13695,11895,13695,NA
"2002","KAZ","SLE",1,NA,1,NA
"2002","KAZ","SOM",1,1,1,1
"2002","KAZ","SYR",NA,NA,NA,NA
"2002","KAZ","TJK",3477,65,3477,65
"2002","KAZ","TKM",NA,NA,NA,NA
"2002","KEN","BDI",402,402,402,402
"2002","KEN","COD",1134,1134,1134,NA
"2002","KEN","ERT",431,431,431,431
"2002","KEN","ETH",11202,11202,11202,NA
"2002","KEN","RWA",2509,2509,2509,NA
"2002","KEN","SOM",155767,155767,155767,NA
"2002","KEN","SUD",57779,57779,57779,NA
"2002","KEN","UGA",4432,4432,4432,NA
"2002","KEN","VAR",15,15,15,15
"2002","KGZ","AFG",871,871,871,871
"2002","KGZ","CHI",2,2,2,2
"2002","KGZ","IRN",6,6,6,6
"2002","KGZ","LKA",1,1,1,1
"2002","KGZ","TJK",6828,1539,6828,NA
"2002","KOR","AFG",1,NA,1,NA
"2002","KOR","ALG",4,NA,4,NA
"2002","KOR","CHI",1,NA,1,NA
"2002","KOR","COD",1,NA,1,NA
"2002","KOR","ETH",3,NA,3,NA
"2002","KOR","IRQ",3,NA,3,NA
"2002","KOR","LBR",NA,NA,NA,NA
"2002","KOR","PAK",2,NA,2,NA
"2002","KOR","SOM",2,NA,2,NA
"2002","KUW","AFG",78,53,78,53
"2002","KUW","GAZ",911,400,911,400
"2002","KUW","IRQ",419,276,419,276
"2002","KUW","SOM",107,65,107,65
"2002","KUW","VAR",6,6,6,6
"2002","LBR","ALG",1,1,1,1
"2002","LBR","COB",1,NA,1,NA
"2002","LBR","COD",2,1,2,1
"2002","LBR","GAZ",2,1,2,1
"2002","LBR","GHA",1,NA,1,NA
"2002","LBR","ICO",19158,19158,19158,NA
"2002","LBR","IRQ",3,NA,3,NA
"2002","LBR","LEB",12,NA,12,NA
"2002","LBR","NIG",7,NA,7,NA
"2002","LBR","RWA",1,1,1,1
"2002","LBR","SLE",45735,26482,45735,NA
"2002","LBR","SOM",1,NA,1,NA
"2002","LBR","SUD",29,23,29,23
"2002","LBR","TOG",2,2,2,2
"2002","LBR","UGA",1,NA,1,NA
"2002","LBY","BDI",2,NA,2,NA
"2002","LBY","BSN",4,NA,4,NA
"2002","LBY","COD",1,NA,1,NA
"2002","LBY","GAZ",8604,1000,8604,NA
"2002","LBY","ICO",2,NA,2,NA
"2002","LBY","IRQ",43,7,43,7
"2002","LBY","RWA",9,1,9,1
"2002","LBY","SLE",96,15,96,15
"2002","LBY","SOM",2899,650,2899,650
"2002","LBY","STA",3,3,3,3
"2002","LBY","SUD",3,3,3,3
"2002","LEB","AFG",47,26,47,26
"2002","LEB","ALG",36,14,36,14
"2002","LEB","ARE",16,14,16,14
"2002","LEB","BAH",3,NA,3,NA
"2002","LEB","BDI",5,2,5,2
"2002","LEB","CHD",3,1,3,1
"2002","LEB","COB",1,NA,1,NA
"2002","LEB","COD",8,6,8,6
"2002","LEB","ERT",1,1,1,1
"2002","LEB","ETH",3,3,3,3
"2002","LEB","IRN",8,8,8,8
"2002","LEB","IRQ",1756,1574,1756,NA
"2002","LEB","JOR",26,26,26,26
"2002","LEB","LBR",15,10,15,10
"2002","LEB","NIG",4,NA,4,NA
"2002","LEB","RWA",1,1,1,1
"2002","LEB","SAU",1,1,1,1
"2002","LEB","SLE",64,54,64,54
"2002","LEB","SOM",136,105,136,105
"2002","LEB","STA",4,2,4,2
"2002","LEB","SUD",621,550,621,550
"2002","LEB","TUN",23,18,23,18
"2002","LEB","TUR",25,25,25,25
"2002","LEB","VAR",3,NA,3,NA
"2002","LEB","YEM",10,10,10,10
"2002","LES","VAR",NA,NA,NA,NA
"2002","LIE","ALG",2,NA,2,NA
"2002","LIE","ARM",8,NA,8,NA
"2002","LIE","BSN",65,NA,65,NA
"2002","LIE","SRB",21,NA,21,NA
"2002","LIE","SRV",NA,NA,NA,NA
"2002","LIE","TIB",32,NA,32,NA
"2002","LKA","AFG",1,1,1,1
"2002","LKA","GAZ",1,1,1,1
"2002","LKA","IRQ",22,22,22,22
"2002","LKA","LBR",1,1,1,1
"2002","LKA","SOM",1,1,1,1
"2002","LKA","STA",1,1,1,1
"2002","LKA","SUD",1,1,1,1
"2002","LTU","AFG",84,84,84,84
"2002","LTU","COB",1,1,1,1
"2002","LTU","GEO",2,2,2,2
"2002","LTU","IRN",6,6,6,6
"2002","LTU","IRQ",8,8,8,8
"2002","LTU","LKA",5,5,5,5
"2002","LTU","NIG",1,1,1,1
"2002","LTU","PAK",4,4,4,4
"2002","LTU","RUS",233,233,233,233
"2002","LTU","SOM",22,22,22,22
"2002","LTU","STA",2,2,2,2
"2002","LUX","VAR",1201,NA,1201,NA
"2002","LVA","AFG",1,1,1,1
"2002","LVA","BLR",3,3,3,3
"2002","LVA","COD",NA,NA,NA,NA
"2002","LVA","IRQ",1,1,1,1
"2002","LVA","PAK",NA,NA,NA,NA
"2002","LVA","STA",1,1,1,1
"2002","LVA","SUD",1,1,1,1
"2002","MAD","ANG",NA,NA,NA,NA
"2002","MAD","BDI",NA,NA,NA,NA
"2002","MAD","CMR",NA,NA,NA,NA
"2002","MAD","COB",NA,NA,NA,NA
"2002","MAD","COD",NA,NA,NA,NA
"2002","MAD","ETH",NA,NA,NA,NA
"2002","MAD","LBR",NA,NA,NA,NA
"2002","MAD","PAK",NA,NA,NA,NA
"2002","MAD","RWA",NA,NA,NA,NA
"2002","MAU","ANG",1,1,1,1
"2002","MAU","CAR",NA,NA,NA,NA
"2002","MAU","COB",2,2,2,2
"2002","MAU","COD",8,8,8,8
"2002","MAU","GUI",7,7,7,7
"2002","MAU","ICO",2,2,2,2
"2002","MAU","LBR",34,34,34,34
"2002","MAU","MOR",1,1,1,1
"2002","MAU","SLE",344,344,344,344
"2002","MAU","SUD",1,1,1,1
"2002","MAU","VAR",5,5,5,5
"2002","MAU","WSH",NA,NA,NA,NA
"2002","MCD","AFG",1,1,1,1
"2002","MCD","BSN",50,30,50,30
"2002","MCD","SRB",2765,2765,2765,NA
"2002","MDA","AFG",5,5,5,5
"2002","MDA","AZE",4,4,4,4
"2002","MDA","IRQ",NA,NA,NA,NA
"2002","MDA","KGZ",8,8,8,8
"2002","MDA","RUS",154,154,154,154
"2002","MDA","SLE",1,1,1,1
"2002","MDA","SUD",1,1,1,1
"2002","MEX","AFG",7,1,7,1
"2002","MEX","ALB",10,6,10,6
"2002","MEX","ALG",2,1,2,1
"2002","MEX","ANG",9,5,9,5
"2002","MEX","ARG",2,1,2,1
"2002","MEX","ARM",NA,NA,NA,NA
"2002","MEX","BDI",NA,NA,NA,NA
"2002","MEX","BGD",3,4,3,4
"2002","MEX","BLR",1,1,1,1
"2002","MEX","BOL",4,1,4,1
"2002","MEX","BSN",1,NA,1,NA
"2002","MEX","CHI",NA,NA,NA,NA
"2002","MEX","CHL",8,6,8,6
"2002","MEX","COB",8,11,8,11
"2002","MEX","COD",6,4,6,4
"2002","MEX","COL",114,78,114,78
"2002","MEX","CUB",28,10,28,10
"2002","MEX","ECU",1,NA,1,NA
"2002","MEX","ERT",3,NA,3,NA
"2002","MEX","ETH",6,2,6,2
"2002","MEX","GAZ",6,4,6,4
"2002","MEX","GHA",1,1,1,1
"2002","MEX","GUA",10594,9643,10594,NA
"2002","MEX","HAI",11,6,11,6
"2002","MEX","HON",37,11,37,11
"2002","MEX","IRN",18,7,18,7
"2002","MEX","IRQ",11,6,11,6
"2002","MEX","JOR",1,1,1,1
"2002","MEX","KEN",1,NA,1,NA
"2002","MEX","LBR",5,NA,5,NA
"2002","MEX","LEB",2,1,2,1
"2002","MEX","LKA",18,20,18,20
"2002","MEX","NIC",20,2,20,2
"2002","MEX","NIG",6,5,6,5
"2002","MEX","PAK",3,3,3,3
"2002","MEX","PER",34,7,34,7
"2002","MEX","POL",NA,NA,NA,NA
"2002","MEX","RUS",12,3,12,3
"2002","MEX","RWA",NA,NA,NA,NA
"2002","MEX","SAL",1913,130,1913,130
"2002","MEX","SLE",6,4,6,4
"2002","MEX","SOM",20,8,20,8
"2002","MEX","SRB",8,4,8,4
"2002","MEX","SUD",5,3,5,3
"2002","MEX","TJK",1,NA,1,NA
"2002","MEX","TOG",1,NA,1,NA
"2002","MEX","TUN",1,1,1,1
"2002","MEX","UKR",6,NA,6,NA
"2002","MEX","VEN",1,1,1,1
"2002","MEX","YEM",7,1,7,1
"2002","MLI","ALG",1,1,1,1
"2002","MLI","BDI",40,40,40,40
"2002","MLI","CAR",1,1,1,1
"2002","MLI","CHD",41,41,41,41
"2002","MLI","CMR",19,19,19,19
"2002","MLI","COB",49,49,49,49
"2002","MLI","COD",84,84,84,84
"2002","MLI","ICO",617,617,617,617
"2002","MLI","LBR",382,382,382,382
"2002","MLI","MAU",6121,6121,6121,NA
"2002","MLI","NIG",75,75,75,75
"2002","MLI","RWA",81,81,81,81
"2002","MLI","SLE",1448,1448,1448,NA
"2002","MLI","TOG",54,54,54,54
"2002","MLI","VAR",82,82,82,82
"2002","MLS","AFG",36,69,36,69
"2002","MLS","BDI",3,1,3,1
"2002","MLS","BSN",NA,NA,NA,NA
"2002","MLS","CHI",6,NA,6,NA
"2002","MLS","INS",144,NA,144,NA
"2002","MLS","IRN",8,8,8,8
"2002","MLS","IRQ",26,1,26,1
"2002","MLS","LBR",NA,NA,NA,NA
"2002","MLS","LKA",NA,2,NA,2
"2002","MLS","MYA",5247,26,5247,26
"2002","MLS","NIG",2,NA,2,NA
"2002","MLS","PAK",3,NA,3,NA
"2002","MLS","PHI",45107,NA,45107,NA
"2002","MLS","SOM",25,20,25,20
"2002","MLS","SRB",NA,NA,NA,NA
"2002","MLS","SRV",1,1,1,1
"2002","MLS","SUD",1,1,1,1
"2002","MLS","TUN",3,NA,3,NA
"2002","MLW","ANG",NA,NA,NA,NA
"2002","MLW","BDI",596,596,596,596
"2002","MLW","COD",627,627,627,627
"2002","MLW","ERT",4,4,4,4
"2002","MLW","ETH",4,4,4,4
"2002","MLW","KEN",NA,NA,NA,NA
"2002","MLW","RWA",813,813,813,813
"2002","MLW","SLE",NA,NA,NA,NA
"2002","MLW","SOM",119,119,119,119
"2002","MLW","SUD",3,3,3,3
"2002","MLW","UGA",NA,NA,NA,NA
"2002","MOR","AFG",8,NA,8,NA
"2002","MOR","ALG",26,8,26,8
"2002","MOR","ANG",9,NA,9,NA
"2002","MOR","ARE",5,NA,5,NA
"2002","MOR","ARM",1,1,1,1
"2002","MOR","BDI",7,NA,7,NA
"2002","MOR","BKF",6,NA,6,NA
"2002","MOR","BSN",9,NA,9,NA
"2002","MOR","BUL",9,1,9,1
"2002","MOR","CAM",6,NA,6,NA
"2002","MOR","CAR",NA,NA,NA,NA
"2002","MOR","CHD",10,1,10,1
"2002","MOR","CHI",8,3,8,3
"2002","MOR","CMR",4,NA,4,NA
"2002","MOR","COB",12,7,12,7
"2002","MOR","COD",17,6,17,6
"2002","MOR","CZE",14,1,14,1
"2002","MOR","ERT",8,NA,8,NA
"2002","MOR","ETH",9,NA,9,NA
"2002","MOR","GAZ",813,236,813,236
"2002","MOR","GUY",6,NA,6,NA
"2002","MOR","ICO",5,2,5,2
"2002","MOR","IRN",7,NA,7,NA
"2002","MOR","IRQ",23,14,23,14
"2002","MOR","LBR",26,14,26,14
"2002","MOR","LBY",9,3,9,3
"2002","MOR","LTU",6,NA,6,NA
"2002","MOR","MAU",22,12,22,12
"2002","MOR","NIG",7,NA,7,NA
"2002","MOR","PAK",4,4,4,4
"2002","MOR","POR",NA,NA,NA,NA
"2002","MOR","RSA",7,1,7,1
"2002","MOR","RUS",1,1,1,1
"2002","MOR","RWA",11,11,11,11
"2002","MOR","SLE",36,18,36,18
"2002","MOR","SOM",8,1,8,1
"2002","MOR","SRB",9,NA,9,NA
"2002","MOR","SRV",6,NA,6,NA
"2002","MOR","STA",115,NA,115,NA
"2002","MOR","SUD",16,7,16,7
"2002","MOR","SYR",9,NA,9,NA
"2002","MOR","TUN",6,NA,6,NA
"2002","MOR","TUR",7,2,7,2
"2002","MOR","VAR",800,NA,800,NA
"2002","MOZ","BDI",64,64,64,64
"2002","MOZ","COD",33,33,33,33
"2002","MOZ","RWA",100,100,100,100
"2002","MOZ","SOM",9,9,9,9
"2002","MOZ","SUD",1,1,1,1
"2002","MTA","AFG",8,NA,8,NA
"2002","MTA","ALG",22,NA,22,NA
"2002","MTA","ARE",6,NA,6,NA
"2002","MTA","COD",4,NA,4,NA
"2002","MTA","ERT",7,NA,7,NA
"2002","MTA","ETH",8,NA,8,NA
"2002","MTA","GAZ",22,NA,22,NA
"2002","MTA","IRN",3,NA,3,NA
"2002","MTA","IRQ",57,NA,57,NA
"2002","MTA","LBR",4,NA,4,NA
"2002","MTA","LBY",8,NA,8,NA
"2002","MTA","LKA",12,NA,12,NA
"2002","MTA","MOR",7,NA,7,NA
"2002","MTA","SLE",19,NA,19,NA
"2002","MTA","SOM",68,NA,68,NA
"2002","MTA","SRB",24,NA,24,NA
"2002","MTA","SUD",12,NA,12,NA
"2002","MTA","SYR",4,NA,4,NA
"2002","MTA","TUN",1,NA,1,NA
"2002","MTA","TUR",11,NA,11,NA
"2002","MTS","COD",NA,NA,NA,NA
"2002","NAM","ANG",21636,15636,21636,NA
"2002","NAM","BDI",5,5,5,5
"2002","NAM","COB",8,8,8,8
"2002","NAM","COD",2,2,2,2
"2002","NAM","RWA",NA,NA,NA,NA
"2002","NEP","BHU",112263,102263,112263,NA
"2002","NEP","CHI",13,13,13,13
"2002","NEP","IRN",NA,NA,NA,NA
"2002","NEP","IRQ",2,2,2,2
"2002","NEP","LKA",7,5,7,5
"2002","NEP","MYA",2,2,2,2
"2002","NEP","TIB",20149,149,20149,149
"2002","NET","AFG",26001,NA,26001,NA
"2002","NET","ALB",196,NA,196,NA
